10
0
19
16
0
0
15
4
1
40
0
10
10
0
0
0
2
38
0
0
9
5
1
1
4
10
5
2
2
6
30
0
0
3
3
6
5
17
8
9
29
10
20
0
5
15
2
8
0
15
5
15
1
0
2
2
45
5
